id,key,value,type
348572959,street,Chhatrapati Sambhaji Path,addr
348572959,postcode,411035,addr
348572959,levels,6,building
348713100,building,apartments,regular
352594280,highway,residential,regular
352594280,surface,concrete,regular
352594280,maxspeed,10,regular
354881055,building,yes,regular
354881085,building,yes,regular
354881115,highway,path,regular
354882403,name,Bhandara Dongar Road,regular
354882403,highway,service,regular
355092946,building,yes,regular
355122646,building,yes,regular
355277750,building,yes,regular
355277780,building,yes,regular
355277817,building,yes,regular
355277847,building,yes,regular
359128709,building,yes,regular
359132560,building,yes,regular
359132637,building,yes,regular
359132718,building,yes,regular
359132780,building,yes,regular
359132811,building,yes,regular
359132841,building,yes,regular
359132871,building,yes,regular
359132901,building,yes,regular
359132934,building,yes,regular
359132964,building,yes,regular
359148609,building,yes,regular
359148639,building,yes,regular
359148669,building,yes,regular
359148700,building,yes,regular
359148731,building,yes,regular
359148771,building,yes,regular
359148803,building,yes,regular
359148834,building,yes,regular
359153906,building,yes,regular
359153957,building,yes,regular
359154024,building,yes,regular
359154082,building,yes,regular
359154135,building,yes,regular
359154191,building,yes,regular
359155507,building,yes,regular
359155563,building,yes,regular
359155593,building,yes,regular
359155624,building,yes,regular
359155654,building,yes,regular
359155684,building,yes,regular
359155714,building,yes,regular
359155744,building,yes,regular
359291995,building,yes,regular
359292026,building,yes,regular
359292056,building,yes,regular
359292086,building,yes,regular
359292118,building,yes,regular
359292149,building,yes,regular
359292182,building,yes,regular
359292212,building,yes,regular
359292429,building,yes,regular
359292460,building,yes,regular
359292490,building,yes,regular
359292536,building,yes,regular
359292570,building,yes,regular
359292600,building,yes,regular
359292647,building,yes,regular
359292703,building,yes,regular
359295423,building,yes,regular
359295508,building,yes,regular
359295548,building,yes,regular
359295578,building,yes,regular
359295609,building,yes,regular
359295639,building,yes,regular
359295670,building,yes,regular
359295701,building,yes,regular
359295732,building,yes,regular
359295763,building,yes,regular
359295793,building,yes,regular
359295823,building,yes,regular
359295853,building,yes,regular
359295897,building,yes,regular
359296044,building,yes,regular
359296099,building,yes,regular
359296169,building,yes,regular
359296234,building,yes,regular
359299923,building,yes,regular
359299953,building,yes,regular
359299986,building,yes,regular
359300016,building,yes,regular
359300046,building,yes,regular
359300081,building,yes,regular
359300129,building,yes,regular
359300187,building,yes,regular
359300248,building,yes,regular
359300315,building,yes,regular
359300379,building,yes,regular
359300442,building,yes,regular
359300515,building,yes,regular
359300577,building,yes,regular
359300633,building,yes,regular
359300697,building,yes,regular
359306240,building,yes,regular
359306300,building,yes,regular
359306368,building,yes,regular
359306440,building,yes,regular
359306496,building,yes,regular
359306526,building,yes,regular
359306569,building,yes,regular
359308988,building,yes,regular
359309049,building,yes,regular
359309079,building,yes,regular
359309125,building,yes,regular
359309155,building,yes,regular
359309186,building,yes,regular
359309216,building,yes,regular
359309247,building,yes,regular
359309277,building,yes,regular
359309307,building,yes,regular
359311289,building,yes,regular
359311320,building,yes,regular
359311351,building,yes,regular
359311385,building,yes,regular
359311422,building,yes,regular
359311453,building,yes,regular
359311485,building,yes,regular
359311543,building,yes,regular
359311865,building,yes,regular
359311896,building,yes,regular
359311933,building,yes,regular
359311963,building,yes,regular
359311994,building,yes,regular
359312046,building,yes,regular
359312121,building,yes,regular
359312187,building,yes,regular
359312249,building,yes,regular
359312320,building,yes,regular
359312426,building,yes,regular
359312581,building,yes,regular
359312700,building,yes,regular
359312844,building,yes,regular
359314123,building,yes,regular
359314154,building,yes,regular
359314185,building,yes,regular
359314239,building,yes,regular
359314298,building,yes,regular
359314365,building,yes,regular
359314426,building,yes,regular
359314467,building,yes,regular
359314506,building,yes,regular
359314536,building,yes,regular
359315159,building,yes,regular
359315191,building,yes,regular
359315221,building,yes,regular
359315251,building,yes,regular
359315284,building,yes,regular
359315316,building,yes,regular
359315346,building,yes,regular
359315378,building,yes,regular
359315408,building,yes,regular
359315440,building,yes,regular
359315470,building,yes,regular
359315500,building,yes,regular
359315541,building,yes,regular
359315601,building,yes,regular
359315660,building,yes,regular
359315721,building,yes,regular
359318318,building,yes,regular
359318348,building,yes,regular
359318945,building,yes,regular
359318976,building,yes,regular
359319006,building,yes,regular
359319037,building,yes,regular
359319068,building,yes,regular
359319099,building,yes,regular
359319550,building,yes,regular
359319610,building,yes,regular
359319671,building,yes,regular
359321340,building,yes,regular
359324828,building,yes,regular
359324858,building,yes,regular
359329319,building,yes,regular
359329397,building,yes,regular
359329435,building,yes,regular
359329496,building,yes,regular
359329574,building,yes,regular
359329676,building,yes,regular
359329792,building,yes,regular
359329875,building,yes,regular
359329937,building,yes,regular
359331357,building,yes,regular
359331433,building,yes,regular
359331482,building,yes,regular
359331535,building,yes,regular
359331594,building,yes,regular
359331653,building,yes,regular
359331715,building,yes,regular
359331774,building,yes,regular
359331830,building,yes,regular
359331883,building,yes,regular
359331940,building,yes,regular
359331998,building,yes,regular
359332049,building,yes,regular
359332104,building,yes,regular
359332186,building,yes,regular
359332267,building,yes,regular
359332411,building,yes,regular
359332477,building,yes,regular
359332549,building,yes,regular
359332619,building,yes,regular
359332695,building,yes,regular
359332772,building,yes,regular
359332872,building,yes,regular
359332975,building,yes,regular
359333076,building,yes,regular
359333175,building,yes,regular
359333287,building,yes,regular
359336276,building,yes,regular
359336308,building,yes,regular
359336339,building,yes,regular
359336371,building,yes,regular
359336405,building,yes,regular
359336437,building,yes,regular
359340491,building,yes,regular
359340521,building,yes,regular
359340552,building,yes,regular
359340582,building,yes,regular
359340615,building,yes,regular
359340645,building,yes,regular
359340675,building,yes,regular
359341184,building,yes,regular
359341262,building,yes,regular
359341327,building,yes,regular
359341392,building,yes,regular
359341470,building,yes,regular
359341532,building,yes,regular
359341588,building,yes,regular
359341618,building,yes,regular
359341648,building,yes,regular
359341678,building,yes,regular
359341708,building,yes,regular
359341738,building,yes,regular
359341768,building,yes,regular
359341798,building,yes,regular
359342053,building,yes,regular
359342084,building,yes,regular
359342115,building,yes,regular
359342148,building,yes,regular
359343502,building,yes,regular
359343532,building,yes,regular
359343562,building,yes,regular
359343592,building,yes,regular
359343622,building,yes,regular
359343652,building,yes,regular
359343686,building,yes,regular
359344834,building,yes,regular
359344864,building,yes,regular
359345343,building,yes,regular
359345417,building,yes,regular
359345498,building,yes,regular
359345550,building,yes,regular
359345580,building,yes,regular
359346149,building,yes,regular
359346180,building,yes,regular
359346210,building,yes,regular
359346385,building,yes,regular
359346415,building,yes,regular
359346445,building,yes,regular
359346475,building,yes,regular
359346522,building,yes,regular
359346578,building,yes,regular
359346634,building,yes,regular
359346714,building,yes,regular
359346806,building,yes,regular
359346869,building,yes,regular
359346910,building,yes,regular
359346942,building,yes,regular
359346976,building,yes,regular
359347008,building,yes,regular
359347045,building,yes,regular
359347132,building,yes,regular
359347425,building,yes,regular
359348020,building,yes,regular
359348050,building,yes,regular
359348081,building,yes,regular
359348114,building,yes,regular
359350174,building,yes,regular
359350204,building,yes,regular
359350242,building,yes,regular
359350291,building,yes,regular
359350371,building,yes,regular
359350425,building,yes,regular
359351074,building,yes,regular
359351104,building,yes,regular
359351134,building,yes,regular
359351164,building,yes,regular
359351194,building,yes,regular
359351224,building,yes,regular
359351254,building,yes,regular
359351284,building,yes,regular
359351326,building,yes,regular
359351380,building,yes,regular
359351412,building,yes,regular
359351455,building,yes,regular
359351518,building,yes,regular
359351557,building,yes,regular
359351588,building,yes,regular
359351620,building,yes,regular
359351651,building,yes,regular
359352872,building,yes,regular
359352929,building,yes,regular
359352979,building,yes,regular
359353031,building,yes,regular
359354301,building,yes,regular
359354368,building,yes,regular
359355666,building,yes,regular
359355710,building,yes,regular
359355753,building,yes,regular
359355791,building,yes,regular
359355825,building,yes,regular
359355858,building,yes,regular
359355892,building,yes,regular
359355934,building,yes,regular
359356002,building,yes,regular
359356081,building,yes,regular
359356146,building,yes,regular
359356230,building,yes,regular
359356576,building,yes,regular
359356853,building,yes,regular
359356958,building,yes,regular
359357049,building,yes,regular
359357148,building,yes,regular
359357245,building,yes,regular
359357344,building,yes,regular
359357484,building,yes,regular
359357530,building,yes,regular
359357599,building,yes,regular
359456922,building,yes,regular
359457381,building,yes,regular
359457411,building,yes,regular
359458895,building,yes,regular
359458925,building,yes,regular
359458955,building,yes,regular
359458985,building,yes,regular
359459038,building,yes,regular
359459854,building,yes,regular
359459889,building,yes,regular
359459927,building,yes,regular
359459973,building,yes,regular
359460030,building,yes,regular
359460062,building,yes,regular
359460092,building,yes,regular
359460423,building,yes,regular
359460453,building,yes,regular
359460483,building,yes,regular
359460513,building,yes,regular
359460543,building,yes,regular
359460574,building,yes,regular
359460604,building,yes,regular
359460634,building,yes,regular
359460854,building,yes,regular
359460909,building,yes,regular
359460940,building,yes,regular
359461000,building,yes,regular
359461030,building,yes,regular
359461062,building,yes,regular
359461092,building,yes,regular
359461245,building,yes,regular
359461312,building,yes,regular
359461368,building,yes,regular
359462950,building,yes,regular
359462980,building,yes,regular
359463011,building,yes,regular
359463498,building,yes,regular
359463584,building,yes,regular
359463692,building,yes,regular
359463778,building,yes,regular
359463863,building,yes,regular
359463957,building,yes,regular
359464024,building,yes,regular
359464084,building,yes,regular
359464146,building,yes,regular
359464575,building,yes,regular
359464611,building,yes,regular
359464646,building,yes,regular
359464676,building,yes,regular
359464717,building,yes,regular
359464769,building,yes,regular
359464835,building,yes,regular
359464893,building,yes,regular
359465364,building,yes,regular
359465410,building,yes,regular
359465468,building,yes,regular
359465523,building,yes,regular
359465580,building,yes,regular
359465654,building,yes,regular
359465714,building,yes,regular
359465783,building,yes,regular
359465834,building,yes,regular
359465893,building,yes,regular
359465955,building,yes,regular
359466028,building,yes,regular
359466069,building,yes,regular
359466101,building,yes,regular
359466134,building,yes,regular
359466165,building,yes,regular
359466225,building,yes,regular
359466255,building,yes,regular
359466286,building,yes,regular
359466328,building,yes,regular
359466374,building,yes,regular
359466419,building,yes,regular
359466456,building,yes,regular
359466500,building,yes,regular
359466550,building,yes,regular
359466602,building,yes,regular
359466649,building,yes,regular
359466697,building,yes,regular
359466744,building,yes,regular
359466794,building,yes,regular
359466855,building,yes,regular
359468248,building,yes,regular
359468279,building,yes,regular
359468317,building,yes,regular
359468356,building,yes,regular
359468386,building,yes,regular
359468416,building,yes,regular
359468446,building,yes,regular
359468476,building,yes,regular
359468506,building,yes,regular
359468537,building,yes,regular
359468567,building,yes,regular
359468597,building,yes,regular
359468627,building,yes,regular
359468657,building,yes,regular
359468687,building,yes,regular
359471894,building,yes,regular
359471924,building,yes,regular
359471955,building,yes,regular
359471986,building,yes,regular
359472016,building,yes,regular
359472046,building,yes,regular
359472077,building,yes,regular
359472329,building,yes,regular
359472359,building,yes,regular
359472392,building,yes,regular
359472422,building,yes,regular
359472452,building,yes,regular
359476338,building,yes,regular
359476368,building,yes,regular
359476399,building,yes,regular
359476429,building,yes,regular
359476459,building,yes,regular
359476489,building,yes,regular
359476519,building,yes,regular
359476555,building,yes,regular
359476611,building,yes,regular
359476654,building,yes,regular
359476685,building,yes,regular
359476716,building,yes,regular
359476750,building,yes,regular
359476780,building,yes,regular
359476810,building,yes,regular
359476844,building,yes,regular
359476874,building,yes,regular
359476904,building,yes,regular
359476934,building,yes,regular
359476966,building,yes,regular
359477014,building,yes,regular
359477086,building,yes,regular
359477795,building,yes,regular
359477826,building,yes,regular
359477856,building,yes,regular
359477910,building,yes,regular
359477978,building,yes,regular
359478339,building,yes,regular
359478369,building,yes,regular
359478415,building,yes,regular
359478482,building,yes,regular
359478553,building,yes,regular
359478599,building,yes,regular
359478700,building,yes,regular
359478758,building,yes,regular
359478816,building,yes,regular
359478874,building,yes,regular
359478933,building,yes,regular
359478990,building,yes,regular
359479057,building,yes,regular
359479115,building,yes,regular
359479177,building,yes,regular
359479251,building,yes,regular
359479301,building,yes,regular
359480830,building,yes,regular
359480917,building,yes,regular
359480978,building,yes,regular
359481044,building,yes,regular
359481111,building,yes,regular
359481175,building,yes,regular
359481241,building,yes,regular
359481737,building,yes,regular
359481767,building,yes,regular
359481797,building,yes,regular
359481828,building,yes,regular
359481873,building,yes,regular
359481937,building,yes,regular
359482003,building,yes,regular
359482064,building,yes,regular
359482138,building,yes,regular
359482202,building,yes,regular
359482281,building,yes,regular
359482343,building,yes,regular
359482404,building,yes,regular
359482462,building,yes,regular
359482523,building,yes,regular
359483347,building,yes,regular
359483377,building,yes,regular
359483408,building,yes,regular
359483438,building,yes,regular
359483468,building,yes,regular
359483498,building,yes,regular
359483528,building,yes,regular
359483558,building,yes,regular
359483629,building,yes,regular
359483659,building,yes,regular
359483689,building,yes,regular
359483719,building,yes,regular
359483749,building,yes,regular
359483838,building,yes,regular
359483868,building,yes,regular
359484715,building,yes,regular
359484747,building,yes,regular
359484777,building,yes,regular
359484815,building,yes,regular
359484845,building,yes,regular
359484875,building,yes,regular
359484908,building,yes,regular
359484941,building,yes,regular
359484982,building,yes,regular
359485013,building,yes,regular
359485043,building,yes,regular
359485074,building,yes,regular
359485106,building,yes,regular
359485136,building,yes,regular
359485166,building,yes,regular
359485196,building,yes,regular
359485227,building,yes,regular
359485263,building,yes,regular
359485294,building,yes,regular
359485324,building,yes,regular
359487096,building,yes,regular
359487163,building,yes,regular
359487228,building,yes,regular
359487311,building,yes,regular
359487402,building,yes,regular
359488336,building,yes,regular
359488366,building,yes,regular
359488396,building,yes,regular
359488426,building,yes,regular
359488467,building,yes,regular
359488497,building,yes,regular
359488527,building,yes,regular
359488565,building,yes,regular
359488596,building,yes,regular
359488626,building,yes,regular
359490076,building,yes,regular
359490127,building,yes,regular
359490165,building,yes,regular
359490195,building,yes,regular
359490226,building,yes,regular
359490260,building,yes,regular
359490291,building,yes,regular
359490735,building,yes,regular
359490765,building,yes,regular
359490804,building,yes,regular
359490834,building,yes,regular
359490864,building,yes,regular
359490894,building,yes,regular
359490924,building,yes,regular
359492649,building,yes,regular
359492685,building,yes,regular
359492720,building,yes,regular
359492754,building,yes,regular
359492790,building,yes,regular
359493431,building,yes,regular
359493490,building,yes,regular
359493523,building,yes,regular
359493559,building,yes,regular
359493597,building,yes,regular
359493632,building,yes,regular
359493780,building,yes,regular
359493839,building,yes,regular
359493903,building,yes,regular
359493963,building,yes,regular
359494019,building,yes,regular
359494075,building,yes,regular
359494135,building,yes,regular
359494233,building,yes,regular
359494318,building,yes,regular
359494402,building,yes,regular
359494478,building,yes,regular
359494536,building,yes,regular
359494596,building,yes,regular
359495602,building,yes,regular
359495632,building,yes,regular
359495662,building,yes,regular
359495692,building,yes,regular
359495722,building,yes,regular
359495752,building,yes,regular
359495782,building,yes,regular
359495812,building,yes,regular
359495842,building,yes,regular
359495874,building,yes,regular
359495904,building,yes,regular
359495939,building,yes,regular
359495971,building,yes,regular
359496001,building,yes,regular
359496031,building,yes,regular
359496064,building,yes,regular
359496094,building,yes,regular
359496156,building,yes,regular
359496230,building,yes,regular
359496260,building,yes,regular
359496290,building,yes,regular
359496320,building,yes,regular
359496351,building,yes,regular
359496381,building,yes,regular
359496489,building,yes,regular
359496524,building,yes,regular
359496554,building,yes,regular
359496584,building,yes,regular
359496614,building,yes,regular
359496644,building,yes,regular
359496674,building,yes,regular
359496704,building,yes,regular
359496734,building,yes,regular
359496764,building,yes,regular
359496794,building,yes,regular
359496824,building,yes,regular
359496855,building,yes,regular
359496886,building,yes,regular
359496917,building,yes,regular
359496947,building,yes,regular
359496977,building,yes,regular
359497018,building,yes,regular
359497068,building,yes,regular
359497101,building,yes,regular
359497933,building,yes,regular
359498041,building,yes,regular
359498164,building,yes,regular
359499588,building,yes,regular
359499665,building,yes,regular
359499725,building,yes,regular
359499781,building,yes,regular
359499856,building,yes,regular
359499925,building,yes,regular
359499965,building,yes,regular
359500010,building,yes,regular
359500050,building,yes,regular
359500098,building,yes,regular
359500302,building,yes,regular
359500365,building,yes,regular
359500423,building,yes,regular
359500482,building,yes,regular
359500555,building,yes,regular
359501876,building,yes,regular
359501907,building,yes,regular
359501938,building,yes,regular
359501970,building,yes,regular
359502000,building,yes,regular
359502030,building,yes,regular
359502060,building,yes,regular
359502090,building,yes,regular
359502120,building,yes,regular
359502150,building,yes,regular
359502180,building,yes,regular
359502210,building,yes,regular
359502240,building,yes,regular
359502270,building,yes,regular
359502300,building,yes,regular
359502330,building,yes,regular
359502385,building,yes,regular
359502427,building,yes,regular
359502471,building,yes,regular
359502535,building,yes,regular
359502565,building,yes,regular
359502595,building,yes,regular
359502625,building,yes,regular
359502656,building,yes,regular
359502686,building,yes,regular
359502716,building,yes,regular
359503061,building,yes,regular
359503092,building,yes,regular
359503122,building,yes,regular
359503399,building,yes,regular
359503448,building,yes,regular
359503491,building,yes,regular
359503522,building,yes,regular
359503552,building,yes,regular
359503582,building,yes,regular
359503613,building,yes,regular
359503662,building,yes,regular
359503693,building,yes,regular
359503726,building,yes,regular
359509296,building,yes,regular
359509335,building,yes,regular
359509366,building,yes,regular
359510423,building,yes,regular
359510453,building,yes,regular
359511453,building,yes,regular
359511492,building,yes,regular
359511545,building,yes,regular
359511606,building,yes,regular
359512800,building,yes,regular
359512832,building,yes,regular
359512862,building,yes,regular
359513196,building,yes,regular
359513226,building,yes,regular
359513257,building,yes,regular
359513287,building,yes,regular
359513317,building,yes,regular
359513348,building,yes,regular
359513378,building,yes,regular
359513408,building,yes,regular
359513438,building,yes,regular
359513623,building,yes,regular
359513653,building,yes,regular
359513740,building,yes,regular
359513770,building,yes,regular
359513800,building,yes,regular
359513830,building,yes,regular
359513860,building,yes,regular
359514107,building,yes,regular
359514138,building,yes,regular
359514170,building,yes,regular
359514200,building,yes,regular
359514232,building,yes,regular
359514786,building,yes,regular
359514831,building,yes,regular
359514868,building,yes,regular
359514901,building,yes,regular
359515315,building,yes,regular
359515405,building,yes,regular
359515436,building,yes,regular
359515468,building,yes,regular
359515499,building,yes,regular
359515534,building,yes,regular
359516087,building,yes,regular
359516150,building,yes,regular
359516207,building,yes,regular
359516258,building,yes,regular
359516352,building,yes,regular
359516485,building,yes,regular
359516555,building,yes,regular
359516599,building,yes,regular
359516652,building,yes,regular
359516708,building,yes,regular
359516763,building,yes,regular
359516883,building,yes,regular
359516931,building,yes,regular
359517019,building,yes,regular
359517049,building,yes,regular
359517079,building,yes,regular
359517113,building,yes,regular
359517150,building,yes,regular
359517181,building,yes,regular
359517219,building,yes,regular
359517252,building,yes,regular
359517286,building,yes,regular
359517316,building,yes,regular
359517346,building,yes,regular
359517376,building,yes,regular
359517406,building,yes,regular
359518172,building,yes,regular
359519469,building,yes,regular
359519499,building,yes,regular
359519584,building,yes,regular
359519614,building,yes,regular
359519653,building,yes,regular
359519683,building,yes,regular
359519713,building,yes,regular
359519761,building,yes,regular
359519791,building,yes,regular
359519821,building,yes,regular
359519852,building,yes,regular
359519882,building,yes,regular
359519914,building,yes,regular
359519954,building,yes,regular
359519996,building,yes,regular
359520026,building,yes,regular
359520056,building,yes,regular
359520087,building,yes,regular
359520117,building,yes,regular
359520149,building,yes,regular
359520179,building,yes,regular
359520212,building,yes,regular
359520242,building,yes,regular
359520272,building,yes,regular
359520304,building,yes,regular
359520335,building,yes,regular
359520365,building,yes,regular
359520398,building,yes,regular
359520431,building,yes,regular
359520461,building,yes,regular
359521653,building,yes,regular
359521683,building,yes,regular
359521733,building,yes,regular
359521837,building,yes,regular
359521867,building,yes,regular
359521898,building,yes,regular
359521928,building,yes,regular
359521958,building,yes,regular
359523645,building,yes,regular
359523678,building,yes,regular
359523710,building,yes,regular
359523742,building,yes,regular
359523774,building,yes,regular
359524157,building,yes,regular
359524403,building,yes,regular
359524595,building,yes,regular
359524822,building,yes,regular
359524852,building,yes,regular
359524882,building,yes,regular
359524913,building,yes,regular
359524943,building,yes,regular
359524973,building,yes,regular
359525004,building,yes,regular
359525036,building,yes,regular
359525066,building,yes,regular
359525096,building,yes,regular
359525126,building,yes,regular
359525156,building,yes,regular
359525187,building,yes,regular
359525217,building,yes,regular
359525320,building,yes,regular
359525350,building,yes,regular
359525384,building,yes,regular
359525415,building,yes,regular
359525445,building,yes,regular
359525475,building,yes,regular
359525505,building,yes,regular
359525535,building,yes,regular
359525565,building,yes,regular
359525597,building,yes,regular
359525629,building,yes,regular
359525679,building,yes,regular
359525709,building,yes,regular
359525812,building,yes,regular
359525843,building,yes,regular
359525873,building,yes,regular
359525903,building,yes,regular
359525934,building,yes,regular
359525964,building,yes,regular
359525996,building,yes,regular
359527050,building,yes,regular
359527097,building,yes,regular
359527127,building,yes,regular
359527158,building,yes,regular
359527188,building,yes,regular
359527227,building,yes,regular
359527257,building,yes,regular
359527288,building,yes,regular
359527374,building,yes,regular
359527407,building,yes,regular
359527587,building,yes,regular
359527617,building,yes,regular
359527647,building,yes,regular
359527678,building,yes,regular
359528444,building,yes,regular
359528474,building,yes,regular
359528504,building,yes,regular
359528535,building,yes,regular
359530410,building,yes,regular
359530441,building,yes,regular
359530472,building,yes,regular
359530504,building,yes,regular
359530994,building,yes,regular
359531049,building,yes,regular
359531107,building,yes,regular
359531162,building,yes,regular
359531220,building,yes,regular
359531269,building,yes,regular
359531316,building,yes,regular
359531371,building,yes,regular
359532044,building,yes,regular
359532074,building,yes,regular
359532104,building,yes,regular
359532160,building,yes,regular
359532216,building,yes,regular
359532275,building,yes,regular
359532352,building,yes,regular
359532721,building,yes,regular
359532779,building,yes,regular
359532836,building,yes,regular
359532906,building,yes,regular
359532974,building,yes,regular
359533011,building,yes,regular
359533390,building,yes,regular
359533421,building,yes,regular
359533452,building,yes,regular
359533484,building,yes,regular
359533516,building,yes,regular
359533547,building,yes,regular
359533583,building,yes,regular
359533613,building,yes,regular
359533645,building,yes,regular
359533675,building,yes,regular
359533711,building,yes,regular
359533741,building,yes,regular
359533773,building,yes,regular
359533805,building,yes,regular
359533836,building,yes,regular
359533867,building,yes,regular
359533937,building,yes,regular
359533984,building,yes,regular
359534055,building,yes,regular
359534087,building,yes,regular
359534117,building,yes,regular
359534151,building,yes,regular
359534182,building,yes,regular
359534215,building,yes,regular
359534254,building,yes,regular
359534297,building,yes,regular
359534340,building,yes,regular
359534371,building,yes,regular
359534402,building,yes,regular
359534432,building,yes,regular
359534462,building,yes,regular
359534492,building,yes,regular
359534522,building,yes,regular
359534552,building,yes,regular
359535212,building,yes,regular
359535243,building,yes,regular
359535273,building,yes,regular
359535303,building,yes,regular
359535333,building,yes,regular
359535363,building,yes,regular
359535393,building,yes,regular
359535423,building,yes,regular
359535455,building,yes,regular
359535486,building,yes,regular
359535516,building,yes,regular
359535581,building,yes,regular
359535611,building,yes,regular
359535654,building,yes,regular
359535690,building,yes,regular
359535863,building,yes,regular
359535893,building,yes,regular
359535923,building,yes,regular
359535953,building,yes,regular
359535988,building,yes,regular
359536018,building,yes,regular
359536048,building,yes,regular
359536078,building,yes,regular
359536108,building,yes,regular
359536138,building,yes,regular
359536168,building,yes,regular
359536198,building,yes,regular
359536228,building,yes,regular
359536263,building,yes,regular
359536293,building,yes,regular
359536327,building,yes,regular
359536358,building,yes,regular
359536388,building,yes,regular
359536423,building,yes,regular
359536454,building,yes,regular
359536484,building,yes,regular
359536522,building,yes,regular
359536552,building,yes,regular
359536587,building,yes,regular
359536617,building,yes,regular
359536647,building,yes,regular
359536683,building,yes,regular
359536740,building,yes,regular
359536800,building,yes,regular
359536857,building,yes,regular
359536902,building,yes,regular
359536944,building,yes,regular
359536974,building,yes,regular
359537005,building,yes,regular
359537035,building,yes,regular
359537065,building,yes,regular
359537095,building,yes,regular
359537127,building,yes,regular
359537157,building,yes,regular
359537188,building,yes,regular
359537220,building,yes,regular
359537250,building,yes,regular
359537280,building,yes,regular
359537310,building,yes,regular
359537757,building,yes,regular
359537793,building,yes,regular
359537823,building,yes,regular
359537853,building,yes,regular
359537883,building,yes,regular
359537917,building,yes,regular
359537947,building,yes,regular
359537978,building,yes,regular
359538008,building,yes,regular
359538038,building,yes,regular
359538068,building,yes,regular
359538098,building,yes,regular
359538128,building,yes,regular
359538158,building,yes,regular
359538188,building,yes,regular
359538218,building,yes,regular
359538248,building,yes,regular
359538280,building,yes,regular
359539019,building,yes,regular
359539049,building,yes,regular
359539080,building,yes,regular
359539110,building,yes,regular
359539165,building,yes,regular
359539224,building,yes,regular
359539264,building,yes,regular
359539296,building,yes,regular
359539337,building,yes,regular
359539414,building,yes,regular
359539473,building,yes,regular
359539525,building,yes,regular
359539575,building,yes,regular
359539608,building,yes,regular
359539680,building,yes,regular
359539710,building,yes,regular
359539740,building,yes,regular
359539770,building,yes,regular
359539800,building,yes,regular
359539836,building,yes,regular
359539867,building,yes,regular
359539897,building,yes,regular
359539927,building,yes,regular
359539957,building,yes,regular
359539991,building,yes,regular
359540244,building,yes,regular
359540315,building,yes,regular
359540345,building,yes,regular
359540375,building,yes,regular
359540405,building,yes,regular
359540435,building,yes,regular
359540465,building,yes,regular
359540541,building,yes,regular
359540587,building,yes,regular
359540619,building,yes,regular
359540649,building,yes,regular
359540681,building,yes,regular
359540714,building,yes,regular
359540748,building,yes,regular
359540783,building,yes,regular
359540823,building,yes,regular
359540859,building,yes,regular
359540895,building,yes,regular
359540933,building,yes,regular
359540973,building,yes,regular
359541008,building,yes,regular
359541043,building,yes,regular
359541307,building,yes,regular
359541337,building,yes,regular
359541367,building,yes,regular
359541399,building,yes,regular
359541430,building,yes,regular
359541460,building,yes,regular
359541490,building,yes,regular
359541618,building,yes,regular
359541945,building,yes,regular
359541975,building,yes,regular
359542130,building,yes,regular
359542160,building,yes,regular
359542190,building,yes,regular
359542220,building,yes,regular
359542250,building,yes,regular
359542288,building,yes,regular
359542331,building,yes,regular
359542365,building,yes,regular
359542401,building,yes,regular
359542701,building,yes,regular
359542731,building,yes,regular
359542761,building,yes,regular
359542811,building,yes,regular
359542872,building,yes,regular
359542955,building,yes,regular
359542992,building,yes,regular
359543501,building,yes,regular
359543531,building,yes,regular
359543561,building,yes,regular
359543593,building,yes,regular
359543623,building,yes,regular
359543653,building,yes,regular
359543821,building,yes,regular
359544045,building,yes,regular
359544075,building,yes,regular
359544105,building,yes,regular
359544138,building,yes,regular
359544168,building,yes,regular
359544198,building,yes,regular
359544228,building,yes,regular
359544258,building,yes,regular
359544288,building,yes,regular
359544320,building,yes,regular
359544351,building,yes,regular
359544381,building,yes,regular
359544411,building,yes,regular
359544445,building,yes,regular
359544538,building,yes,regular
359544568,building,yes,regular
359544598,building,yes,regular
359544628,building,yes,regular
359544658,building,yes,regular
359544690,building,yes,regular
359544722,building,yes,regular
359544752,building,yes,regular
359544842,building,yes,regular
359544872,building,yes,regular
359544904,building,yes,regular
359544937,building,yes,regular
359544968,building,yes,regular
359544998,building,yes,regular
359545028,building,yes,regular
359545058,building,yes,regular
359545088,building,yes,regular
359545118,building,yes,regular
359545151,building,yes,regular
359545183,building,yes,regular
359545697,building,yes,regular
359545727,building,yes,regular
359545757,building,yes,regular
359546685,building,yes,regular
359547493,building,yes,regular
359547523,building,yes,regular
359548196,building,yes,regular
359548246,building,yes,regular
359548290,building,yes,regular
359548320,building,yes,regular
359548350,building,yes,regular
359548380,building,yes,regular
359548410,building,yes,regular
359550051,building,yes,regular
359550081,building,yes,regular
359550113,building,yes,regular
359550143,building,yes,regular
359550302,building,yes,regular
359551068,building,yes,regular
359551098,building,yes,regular
359551134,building,yes,regular
359551165,building,yes,regular
359551195,building,yes,regular
359551226,building,yes,regular
359551257,building,yes,regular
359551287,building,yes,regular
359551317,building,yes,regular
359551447,building,yes,regular
359551477,building,yes,regular
359551507,building,yes,regular
359551538,building,yes,regular
359551587,building,yes,regular
359551634,building,yes,regular
359551691,building,yes,regular
359551765,building,yes,regular
359551831,building,yes,regular
359551976,building,yes,regular
359552007,building,yes,regular
359552038,building,yes,regular
359552068,building,yes,regular
359552125,building,yes,regular
359552155,building,yes,regular
359552185,building,yes,regular
